DATE,PER,SITE,WEB,TRN,SPECIES,SEX,AGE,SUB,CNT,COMMENTS,,
6/28/1995,S95,G,A,12,XACO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,ARCO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,36,PAPA,N,3,BOER,1,NA,,
6/28/1995,S95,G,A,36,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,A,36,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,A,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,36,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,36,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,36,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,60,ARCO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,60,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,60,ERSI,F,4,HIJA,1,NA,,
6/28/1995,S95,G,A,60,ERSI,M,4,HIJA,1,NA,,
6/28/1995,S95,G,A,60,ERSI,M,4,HIJA,1,NA,,
6/28/1995,S95,G,A,60,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,60,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,A,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,60,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,60,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,84,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,84,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,84,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,84,DABI,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,84,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,84,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,A,84,PAPA,N,NA,BOER,1,NA,,
6/28/1995,S95,G,A,84,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,84,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,84,PSDE,M,4,SOIL,2,NA,,
6/28/1995,S95,G,A,84,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,84,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,108,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,A,108,ERSI,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,108,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,A,108,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,A,108,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,108,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,108,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,108,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,108,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,108,XACO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,AGDE,N,3,SCBR,1,NA,,
6/28/1995,S95,G,A,132,AGDE,N,3,BOGR,2,NA,,
6/28/1995,S95,G,A,132,COOC,M,4,SCBR,2,NA,,
6/28/1995,S95,G,A,132,COOC,F,4,SCBR,1,NA,,
6/28/1995,S95,G,A,132,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,132,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,132,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,132,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,A,132,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,A,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,A,132,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,A,132,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,A,132,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,A,132,XACO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,ARCO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,12,COOC,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,12,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,B,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,B,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,12,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,36,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,36,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,36,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,36,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,36,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,36,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,36,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,60,AGDE,N,2,ERPU,1,NA,,
6/28/1995,S95,G,B,60,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,60,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,60,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,B,60,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,60,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,60,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,60,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,84,AMCO,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,84,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,84,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,84,COOC,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,84,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,B,84,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,84,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,84,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,84,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,B,84,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,B,84,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,B,84,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,B,84,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,84,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,84,TRPA,M,4,SOIL,2,NA,,
6/28/1995,S95,G,B,84,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,84,XACO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,108,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,108,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,108,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,108,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,108,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,B,108,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,108,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,108,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,AGDE,N,2,BOER,1,NA,,
6/28/1995,S95,G,B,132,ARCO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,132,ERSI,N,3,HIJA,1,NA,,
6/28/1995,S95,G,B,132,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,132,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,B,132,PAPA,N,3,BOER,1,NA,,
6/28/1995,S95,G,B,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,B,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,B,132,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,XACO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,B,132,XACO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,12,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,12,COOC,N,3,SOIL,1,NA,,
6/28/1995,S95,G,C,12,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,C,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,12,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,C,12,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,12,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,12,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,12,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,36,ARCO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,36,HEVI,N,2,GUSA,1,NA,,
6/28/1995,S95,G,C,36,HEVI,N,3,GUSA,1,NA,,
6/28/1995,S95,G,C,36,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,C,36,PSDE,M,4,MUAR2,1,NA,,
6/28/1995,S95,G,C,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,36,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,C,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,36,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,36,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,36,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,60,HEVI,N,3,HEVI,1,NA,,
6/28/1995,S95,G,C,60,HEVI,M,4,GUSA,1,NA,,
6/28/1995,S95,G,C,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,60,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,60,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,60,TRPA,M,4,SOIL,3,NA,,
6/28/1995,S95,G,C,60,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,60,XACO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,84,AGDE,N,2,SOIL,1,NA,,
6/28/1995,S95,G,C,84,AMCO,M,4,HIJA,1,NA,,
6/28/1995,S95,G,C,84,COOC,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,84,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,C,84,ERSI,F,4,HIJA,1,NA,,
6/28/1995,S95,G,C,84,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,84,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,84,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,C,84,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,84,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,84,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,C,84,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,84,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,108,AGDE,N,2,SCBR,1,NA,,
6/28/1995,S95,G,C,108,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,108,COOC,N,3,SCBR,1,NA,,
6/28/1995,S95,G,C,108,COOC,M,4,SCBR,1,NA,,
6/28/1995,S95,G,C,108,COOC,N,3,SCBR,1,NA,,
6/28/1995,S95,G,C,108,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,108,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,108,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,108,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,108,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,108,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,108,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,108,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,AGDE,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,132,ARCO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,C,132,COOC,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,C,132,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,C,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,C,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,C,132,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,C,132,XACO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,12,COOC,N,3,MUAR2,1,NA,,
6/28/1995,S95,G,D,12,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,D,12,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,12,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,12,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,D,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,12,PSDE,F,4,MUAR2,1,NA,,
6/28/1995,S95,G,D,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,12,PSDE,M,4,MUAR2,1,NA,,
6/28/1995,S95,G,D,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,12,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,12,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,12,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,ARCO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,ARCO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,36,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,36,COOC,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,COOC,N,3,SOIL,1,NA,,
6/28/1995,S95,G,D,36,COOC,M,4,HIJA,1,NA,,
6/28/1995,S95,G,D,36,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,D,36,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,36,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,D,36,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,36,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,D,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,36,PAPA,N,3,BOER,1,NA,,
6/28/1995,S95,G,D,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,36,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,60,COOC,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,60,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,60,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,60,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,D,60,PAPA,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,60,PSDE,M,4,SOIL,2,NA,,
6/28/1995,S95,G,D,60,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,60,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,60,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,60,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,60,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,60,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,84,ARCO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,84,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,84,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,84,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,D,84,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,84,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,D,84,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,84,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,84,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,84,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,84,TRPA,M,4,SOIL,2,NA,,
6/28/1995,S95,G,D,84,XACO,M,4,SOIL,1,NA,,
6/28/1995,S95,G,D,108,AGDE,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,108,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,108,ERSI,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,108,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,108,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,D,108,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,108,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,108,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,D,108,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,108,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,108,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,108,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,108,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,108,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,132,AGDE,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,132,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,132,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,132,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,D,132,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,132,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,D,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,132,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,D,132,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,D,132,TRPA,M,4,SOIL,2,NA,,
6/28/1995,S95,G,E,12,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,12,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,12,COOC,N,3,SOIL,1,NA,,
6/28/1995,S95,G,E,12,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,12,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,12,ERSI,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,12,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,E,12,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,12,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,12,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,12,XACO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,36,AGDE,N,2,SOIL,1,NA,,
6/28/1995,S95,G,E,36,AMCO,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,36,ARCO,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,36,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,36,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,36,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,36,COOC,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,36,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,36,ERSI,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,36,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,36,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,E,36,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,E,36,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,36,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,36,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,36,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,CIPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,COOC,N,3,MUAR2,1,NA,,
6/28/1995,S95,G,E,60,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,60,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,60,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,60,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,E,60,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,PSDE,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,60,TRPA,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,84,AGDE,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,84,COOC,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,84,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,84,COOC,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,84,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,84,COOC,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,84,ERSI,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,84,ERSI,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,84,PAPA,N,2,BOER,3,NA,,
6/28/1995,S95,G,E,84,PAPA,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,84,PAPA,N,3,BOER,1,NA,,
6/28/1995,S95,G,E,84,PAPA,N,2,BOER,1,NA,,
6/28/1995,S95,G,E,84,PAPA,N,2,BOER,2,NA,,
6/28/1995,S95,G,E,84,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,84,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,84,PSDE,F,4,BOER,1,NA,,
6/28/1995,S95,G,E,84,PSDE,M,4,BOER,1,NA,,
6/28/1995,S95,G,E,84,PSDE,M,4,SOIL,1,NA,,
6/28/1995,S95,G,E,84,TRPA,M,4,SOIL,2,KRAT_MOUND,,
6/28/1995,S95,G,E,84,TRPA,F,4,SOIL,1,NA,,
6/28/1995,S95,G,E,84,TRPA,M,4,SOIL,1,NA,,
