"","year","location","season","night","web","trap","recap","species","sex","age","reprod","mass"
"8559",1995,"5pgrass",3,1,5,"10","n","pgfv","f","a","na","7"
"8560",1995,"5pgrass",3,1,5,"11","n","disp","m","a","na","130"
"8561",1995,"5pgrass",3,1,5,"12","n","dior","m","a","na","49"
"8562",1995,"5pgrass",3,1,5,"23","n","disp","na","a","na","na"
"8563",1995,"5pgrass",3,1,5,"33","n","disp","m","a","na","138"
"8564",1995,"5pgrass",3,1,5,"34","n","dior","m","a","na","54"
"8565",1995,"5pgrass",3,1,5,"36","n","disp","f","a","na","134"
"8566",1995,"5pgrass",3,1,5,"48","n","pgfv","m","a","na","8"
"8567",1995,"5pgrass",3,1,5,"71","n","pgfv","m","a","na","7"
"8568",1995,"5pgrass",3,1,5,"72","n","disp","m","a","na","141"
"8569",1995,"5pgrass",3,1,5,"82","n","spsp","m","a","st","100"
"8570",1995,"5pgrass",3,1,5,"90","n","disp","m","a","na","134"
"8571",1995,"5pgrass",3,1,5,"91","n","dior","m","a","na","53"
"8572",1995,"5pgrass",3,1,5,"92","n","disp","f","a","na","140"
"8573",1995,"5pgrass",3,1,5,"96","n","dior","m","a","na","58"
"8574",1995,"5pgrass",3,1,5,"104","n","pgfv","m","a","na","6"
"8575",1995,"5pgrass",3,1,5,"106","n","dior","m","a","na","63"
"8576",1995,"5pgrass",3,1,5,"107","n","dime","f","a","na","40"
"8577",1995,"5pgrass",3,2,2,"8","y","dior","m","a","na","na"
"8578",1995,"5pgrass",3,2,2,"11","n","dior","f","a","na","46"
"8579",1995,"5pgrass",3,2,2,"19","y","dior","f","a","na","na"
"8580",1995,"5pgrass",3,2,2,"23","y","spsp","f","a","na","na"
"8581",1995,"5pgrass",3,2,2,"23","y","spsp","f","a","na","na"
"8582",1995,"5pgrass",3,2,2,"31","y","dior","f","a","na","na"
"8583",1995,"5pgrass",3,2,2,"37","n","nemi","m","a","na","200"
"8584",1995,"5pgrass",3,2,2,"56","y","dior","f","a","na","na"
"8585",1995,"5pgrass",3,2,2,"64","y","pgfv","m","a","na","na"
"8586",1995,"5pgrass",3,2,2,"66","n","dime","m","a","na","35"
"8587",1995,"5pgrass",3,2,2,"72","y","nemi","f","a","na","na"
"8588",1995,"5pgrass",3,2,2,"78","n","dime","na","a","na","39"
"8589",1995,"5pgrass",3,2,2,"80","n","pgfv","f","a","na","7"
"8590",1995,"5pgrass",3,2,2,"87","y","pgfv","m","a","na","na"
"8591",1995,"5pgrass",3,2,2,"89","y","dior","m","a","na","na"
"8592",1995,"5pgrass",3,2,2,"91","y","onar","m","a","na","na"
"8593",1995,"5pgrass",3,2,2,"95","y","disp","m","a","na","na"
"8594",1995,"5pgrass",3,2,2,"100","y","disp","f","a","na","na"
"8595",1995,"5pgrass",3,2,2,"117","y","dior","m","a","na","na"
"8596",1995,"5pgrass",3,2,2,"119","n","spsp","f","a","na","66"
"8597",1995,"5pgrass",3,2,2,"131","y","dior","m","a","na","na"
"8598",1995,"5pgrass",3,2,2,"134","y","onar","m","a","na","na"
"8599",1995,"5pgrass",3,2,3,"6","y","disp","m","a","na","na"
"8600",1995,"5pgrass",3,2,3,"12","y","disp","m","a","na","na"
"8601",1995,"5pgrass",3,2,3,"19","y","disp","f","a","na","na"
"8602",1995,"5pgrass",3,2,3,"20","n","pgfv","m","a","na","7"
"8603",1995,"5pgrass",3,2,3,"32","y","pgfv","m","a","na","na"
"8604",1995,"5pgrass",3,2,3,"41","y","dior","m","a","na","na"
"8605",1995,"5pgrass",3,2,3,"46","n","disp","m","a","na","85"
"8606",1995,"5pgrass",3,2,3,"52","y","dior","f","a","na","na"
"8607",1995,"5pgrass",3,2,3,"55","n","pgfv","m","a","na","7"
"8608",1995,"5pgrass",3,2,3,"59","y","disp","f","a","na","na"
"8609",1995,"5pgrass",3,2,3,"60","n","disp","f","a","na","118"
"8610",1995,"5pgrass",3,2,3,"62","n","dime","f","a","na","42"
"8611",1995,"5pgrass",3,2,3,"70","y","pgfv","f","a","na","na"
"8612",1995,"5pgrass",3,2,3,"72","n","remn","f","a","na","9"
"8613",1995,"5pgrass",3,2,3,"75","y","disp","f","a","na","na"
"8614",1995,"5pgrass",3,2,3,"76","n","spsp","m","a","na","56"
"8615",1995,"5pgrass",3,2,3,"77","n","pgfv","m","a","na","6"
"8616",1995,"5pgrass",3,2,3,"81","y","dior","f","a","na","na"
"8617",1995,"5pgrass",3,2,3,"84","y","disp","m","a","na","na"
"8618",1995,"5pgrass",3,2,3,"89","y","dior","f","a","na","na"
"8619",1995,"5pgrass",3,2,3,"93","y","disp","m","a","na","na"
"8620",1995,"5pgrass",3,2,3,"99","y","pgfv","m","a","na","na"
"8621",1995,"5pgrass",3,2,3,"106","y","dime","m","a","na","na"
"8622",1995,"5pgrass",3,2,3,"118","y","dior","m","a","na","na"
"8623",1995,"5pgrass",3,2,3,"120","y","disp","m","a","na","na"
"8624",1995,"5pgrass",3,2,3,"131","y","dior","m","a","na","na"
"8625",1995,"5pgrass",3,2,3,"143","y","dior","f","a","na","na"
"8626",1995,"5pgrass",3,2,5,"8","n","disp","f","a","na","120"
"8627",1995,"5pgrass",3,2,5,"12","y","dime","m","a","na","na"
"8628",1995,"5pgrass",3,2,5,"23","y","disp","f","a","na","na"
"8629",1995,"5pgrass",3,2,5,"33","y","disp","m","a","na","na"
"8630",1995,"5pgrass",3,2,5,"35","y","disp","f","a","na","na"
"8631",1995,"5pgrass",3,2,5,"40","n","dime","f","a","na","40"
"8632",1995,"5pgrass",3,2,5,"48","n","pgfv","m","a","na","6"
"8633",1995,"5pgrass",3,2,5,"56","n","onar","m","a","na","18"
"8634",1995,"5pgrass",3,2,5,"70","y","disp","m","a","na","na"
"8635",1995,"5pgrass",3,2,5,"78","y","disp","f","a","na","na"
"8636",1995,"5pgrass",3,2,5,"84","n","pgfv","f","a","na","7"
"8637",1995,"5pgrass",3,2,5,"90","y","disp","m","a","na","na"
"8638",1995,"5pgrass",3,2,5,"92","y","dior","m","a","na","na"
"8639",1995,"5pgrass",3,2,5,"94","y","spsp","f","a","na","na"
"8640",1995,"5pgrass",3,2,5,"96","y","dior","m","a","na","na"
"8641",1995,"5pgrass",3,2,5,"105","y","dior","m","a","na","na"
"8642",1995,"5pgrass",3,3,2,"4","y","dior","m","a","na","na"
"8643",1995,"5pgrass",3,3,2,"10","y","dior","m","a","na","na"
"8644",1995,"5pgrass",3,3,2,"24","y","spsp","f","a","na","86"
"8645",1995,"5pgrass",3,3,2,"31","y","dior","f","a","na","na"
"8646",1995,"5pgrass",3,3,2,"33","y","dior","m","a","na","na"
"8647",1995,"5pgrass",3,3,2,"39","y","pgfv","m","a","na","na"
"8648",1995,"5pgrass",3,3,2,"47","y","onar","m","a","na","na"
"8649",1995,"5pgrass",3,3,2,"66","y","dime","na","na","na","na"
"8650",1995,"5pgrass",3,3,2,"68","y","pgfv","na","na","na","na"
"8651",1995,"5pgrass",3,3,2,"70","y","dior","na","na","na","na"
"8652",1995,"5pgrass",3,3,2,"72","y","nemi","na","na","na","na"
"8653",1995,"5pgrass",3,3,2,"92","y","disp","m","a","na","na"
"8654",1995,"5pgrass",3,3,2,"96","y","onar","m","a","na","na"
"8655",1995,"5pgrass",3,3,2,"102","y","pgfv","m","a","na","na"
"8656",1995,"5pgrass",3,3,2,"119","y","spsp","m","a","na","na"
"8657",1995,"5pgrass",3,3,2,"131","n","dior","m","a","na","55"
"8658",1995,"5pgrass",3,3,3,"4","y","disp","f","a","na","na"
"8659",1995,"5pgrass",3,3,3,"6","y","disp","m","a","na","121"
"8660",1995,"5pgrass",3,3,3,"9","y","pgfv","m","a","na","na"
"8661",1995,"5pgrass",3,3,3,"10","n","onar","m","a","na","20"
"8662",1995,"5pgrass",3,3,3,"11","y","disp","m","a","na","na"
"8663",1995,"5pgrass",3,3,3,"12","n","spsp","f","a","na","95"
"8664",1995,"5pgrass",3,3,3,"23","n","pgfv","f","a","na","7"
"8665",1995,"5pgrass",3,3,3,"28","y","pgfv","m","a","na","na"
"8666",1995,"5pgrass",3,3,3,"41","y","dior","m","a","na","na"
"8667",1995,"5pgrass",3,3,3,"46","y","disp","m","a","na","na"
"8668",1995,"5pgrass",3,3,3,"48","n","dior","m","a","na","51"
"8669",1995,"5pgrass",3,3,3,"50","y","disp","f","a","na","na"
"8670",1995,"5pgrass",3,3,3,"53","y","dime","f","a","na","na"
"8671",1995,"5pgrass",3,3,3,"57","n","pgfv","f","a","na","7"
"8672",1995,"5pgrass",3,3,3,"59","y","disp","f","a","na","na"
"8673",1995,"5pgrass",3,3,3,"62","n","dime","m","a","na","31"
"8674",1995,"5pgrass",3,3,3,"70","n","dior","m","a","na","51"
"8675",1995,"5pgrass",3,3,3,"77","y","dime","m","a","na","na"
"8676",1995,"5pgrass",3,3,3,"79","y","dior","m","a","na","na"
"8677",1995,"5pgrass",3,3,3,"81","y","disp","m","a","na","na"
"8678",1995,"5pgrass",3,3,3,"89","y","disp","m","a","na","na"
"8679",1995,"5pgrass",3,3,3,"106","y","dior","m","a","na","na"
"8680",1995,"5pgrass",3,3,3,"115","n","pgfv","m","a","na","7"
"8681",1995,"5pgrass",3,3,3,"117","y","disp","m","a","na","na"
"8682",1995,"5pgrass",3,3,3,"122","y","onar","m","a","st","26"
"8683",1995,"5pgrass",3,3,3,"130","n","remn","f","a","na","10"
"8684",1995,"5pgrass",3,3,3,"132","y","dior","m","a","na","45"
"8685",1995,"5pgrass",3,3,3,"133","n","pgfv","m","a","na","5"
"8686",1995,"5pgrass",3,3,3,"140","na","dior","na","na","na","na"
"8687",1995,"5pgrass",3,3,3,"143","y","dior","m","a","na","na"
"8688",1995,"5pgrass",3,3,5,"6","y","disp","m","a","na","na"
"8689",1995,"5pgrass",3,3,5,"11","y","dior","m","a","na","na"
"8690",1995,"5pgrass",3,3,5,"15","n","dior","m","a","na","58"
"8691",1995,"5pgrass",3,3,5,"17","y","onar","m","a","na","na"
"8692",1995,"5pgrass",3,3,5,"20","y","disp","m","a","na","na"
"8693",1995,"5pgrass",3,3,5,"30","y","pgfv","f","a","na","na"
"8694",1995,"5pgrass",3,3,5,"32","n","disp","m","a","na","131"
"8695",1995,"5pgrass",3,3,5,"33","y","dior","m","a","na","na"
"8696",1995,"5pgrass",3,3,5,"35","n","spsp","m","a","na","80"
"8697",1995,"5pgrass",3,3,5,"36","y","disp","f","a","na","na"
"8698",1995,"5pgrass",3,3,5,"57","n","pgfv","f","a","na","8"
"8699",1995,"5pgrass",3,3,5,"70","n","disp","f","a","na","122"
"8700",1995,"5pgrass",3,3,5,"71","y","disp","na","na","na","na"
"8701",1995,"5pgrass",3,3,5,"73","y","disp","f","a","na","na"
"8702",1995,"5pgrass",3,3,5,"80","y","spsp","m","a","na","na"
"8703",1995,"5pgrass",3,3,5,"84","y","pgfv","m","a","na","na"
"8704",1995,"5pgrass",3,3,5,"93","y","dior","m","a","na","na"
"8705",1995,"5pgrass",3,3,5,"96","n","dior","na","a","na","62"
"8706",1995,"5pgrass",3,3,5,"104","y","dior","m","a","na","na"
"8707",1995,"5pgrass",3,3,5,"108","n","disp","na","a","na","121"
"8708",1995,"5pgrass",3,3,5,"130","n","dior","m","a","na","52"
"8709",1995,"5pgrass",3,3,5,"132","n","pgfv","m","a","na","9"
"8710",1995,"5pgrass",3,3,5,"141","n","dior","f","a","na","53"
"8711",1995,"5pgrass",3,3,5,"145","y","disp","m","a","na","na"
"8712",1995,"5plarrea",1,1,1,"2","n","disp","f","a","na","110"
"8713",1995,"5plarrea",1,1,1,"6","n","onar","m","a","na","19"
"8714",1995,"5plarrea",1,1,1,"8","n","disp","f","a","na","116"
"8715",1995,"5plarrea",1,1,1,"12","n","dime","f","a","na","37"
"8716",1995,"5plarrea",1,1,1,"19","n","dime","f","a","p","47"
"8717",1995,"5plarrea",1,1,1,"28","n","dime","f","a","na","41"
"8718",1995,"5plarrea",1,1,1,"31","n","dime","f","a","na","36"
"8719",1995,"5plarrea",1,1,1,"34","n","dime","f","a","p","44"
"8720",1995,"5plarrea",1,1,1,"36","n","dime","m","a","na","41"
"8721",1995,"5plarrea",1,1,1,"42","n","dime","f","a","na","32"
"8722",1995,"5plarrea",1,1,1,"46","n","dime","m","a","st","44"
"8723",1995,"5plarrea",1,1,1,"48","n","disp","m","a","na","130"
"8724",1995,"5plarrea",1,1,1,"52","n","dime","f","a","na","41"
"8725",1995,"5plarrea",1,1,1,"54","n","dime","f","a","p","40"
"8726",1995,"5plarrea",1,1,1,"56","n","dime","f","j","na","19"
"8727",1995,"5plarrea",1,1,1,"59","n","dime","m","a","na","46"
"8728",1995,"5plarrea",1,1,1,"60","n","dime","f","a","p","48"
"8729",1995,"5plarrea",1,1,1,"71","n","dime","f","a","na","40"
"8730",1995,"5plarrea",1,1,1,"79","n","dime","f","a","na","34"
"8731",1995,"5plarrea",1,1,1,"82","n","dime","m","a","st","44"
"8732",1995,"5plarrea",1,1,1,"84","n","dime","f","a","na","33"
"8733",1995,"5plarrea",1,1,1,"90","n","dime","f","a","na","38"
"8734",1995,"5plarrea",1,1,1,"93","n","dime","f","a","p","46"
"8735",1995,"5plarrea",1,1,1,"95","n","dime","m","a","st","49"
"8736",1995,"5plarrea",1,1,1,"96","n","disp","m","a","na","129"
"8737",1995,"5plarrea",1,1,1,"106","n","dime","f","a","na","39"
"8738",1995,"5plarrea",1,1,1,"107","n","dime","f","a","na","35"
"8739",1995,"5plarrea",1,1,1,"120","n","dime","f","a","na","42"
"8740",1995,"5plarrea",1,1,1,"127","n","dime","m","a","na","43"
"8741",1995,"5plarrea",1,1,1,"130","n","dime","m","a","na","34"
"8742",1995,"5plarrea",1,1,1,"131","n","dime","m","a","st","45"
"8743",1995,"5plarrea",1,1,1,"132","n","dime","m","a","p","58"
"8744",1995,"5plarrea",1,1,1,"139","n","pmdi","m","a","na","20"
"8745",1995,"5plarrea",1,1,1,"142","n","dime","f","a","na","42"
"8746",1995,"5plarrea",1,1,1,"143","n","dime","m","a","st","49"
"8747",1995,"5plarrea",1,1,1,"145","n","dime","f","a","na","42"
"8748",1995,"5plarrea",1,1,3,"6","n","disp","f","a","na","120"
"8749",1995,"5plarrea",1,1,3,"8","n","dime","m","a","st","44"
"8750",1995,"5plarrea",1,1,3,"9","n","dime","f","a","na","36"
"8751",1995,"5plarrea",1,1,3,"11","n","dime","m","a","na","48"
"8752",1995,"5plarrea",1,1,3,"20","n","dime","m","a","na","46"
"8753",1995,"5plarrea",1,1,3,"27","n","dime","m","a","na","41"
"8754",1995,"5plarrea",1,1,3,"33","n","dime","m","a","na","44"
"8755",1995,"5plarrea",1,1,3,"35","n","dime","f","a","na","35"
"8756",1995,"5plarrea",1,1,3,"48","n","dime","f","a","p","48"
"8757",1995,"5plarrea",1,1,3,"51","n","dime","m","a","na","46"
"8758",1995,"5plarrea",1,1,3,"67","n","dime","f","j","na","45"
"8759",1995,"5plarrea",1,1,3,"69","n","dime","f","a","na","43"
"8760",1995,"5plarrea",1,1,3,"70","n","dime","f","a","na","34"
"8761",1995,"5plarrea",1,1,3,"71","n","pgfv","m","a","na","8"
"8762",1995,"5plarrea",1,1,3,"81","n","dime","f","j","na","24"
"8763",1995,"5plarrea",1,1,3,"82","n","dime","f","a","na","48"
"8764",1995,"5plarrea",1,1,3,"83","n","dime","f","a","na","35"
"8765",1995,"5plarrea",1,1,3,"92","n","dime","m","a","st","46"
"8766",1995,"5plarrea",1,1,3,"95","n","dime","f","j","na","23"
"8767",1995,"5plarrea",1,1,3,"105","n","disp","f","j","na","85"
"8768",1995,"5plarrea",1,1,3,"106","n","disp","f","a","na","94"
"8769",1995,"5plarrea",1,1,3,"107","n","dime","f","a","na","39"
"8770",1995,"5plarrea",1,1,3,"114","n","dime","f","a","na","40"
"8771",1995,"5plarrea",1,1,3,"119","n","dime","m","a","na","45"
"8772",1995,"5plarrea",1,1,3,"127","n","pmdi","m","a","na","21"
"8773",1995,"5plarrea",1,1,3,"131","n","dime","f","a","na","36"
"8774",1995,"5plarrea",1,1,3,"140","n","dime","f","a","v","35"
"8775",1995,"5plarrea",1,1,3,"141","n","dime","f","a","p","39"
"8776",1995,"5plarrea",1,1,5,"1","n","pmle","m","a","na","24"
"8777",1995,"5plarrea",1,1,5,"22","n","dime","m","a","na","45"
"8778",1995,"5plarrea",1,1,5,"23","n","dime","m","a","na","42"
"8779",1995,"5plarrea",1,1,5,"31","n","dime","f","a","na","39"
"8780",1995,"5plarrea",1,1,5,"37","n","dime","m","a","na","37"
"8781",1995,"5plarrea",1,1,5,"47","n","dime","f","a","na","38"
"8782",1995,"5plarrea",1,1,5,"48","n","onar","m","j","na","15"
"8783",1995,"5plarrea",1,1,5,"55","n","dime","f","a","na","na"
"8784",1995,"5plarrea",1,1,5,"57","n","dime","f","j","na","23"
"8785",1995,"5plarrea",1,1,5,"60","n","dime","m","a","st","51"
"8786",1995,"5plarrea",1,1,5,"66","n","dime","m","a","st","43"
"8787",1995,"5plarrea",1,1,5,"67","n","dime","f","a","na","25"
"8788",1995,"5plarrea",1,1,5,"70","n","dime","m","a","st","46"
"8789",1995,"5plarrea",1,1,5,"79","n","dime","m","a","na","33"
"8790",1995,"5plarrea",1,1,5,"81","n","dime","f","a","na","40"
"8791",1995,"5plarrea",1,1,5,"82","n","dime","m","a","st","43"
"8792",1995,"5plarrea",1,1,5,"84","n","dime","m","a","na","44"
"8793",1995,"5plarrea",1,1,5,"95","n","dime","m","a","na","40"
"8794",1995,"5plarrea",1,1,5,"96","n","disp","m","a","na","146"
"8795",1995,"5plarrea",1,1,5,"103","n","dime","f","a","na","35"
"8796",1995,"5plarrea",1,1,5,"106","n","dime","f","a","na","40"
"8797",1995,"5plarrea",1,1,5,"108","n","dime","m","a","na","48"
"8798",1995,"5plarrea",1,1,5,"140","n","dime","m","a","na","43"
"8799",1995,"5plarrea",1,1,5,"141","n","dime","m","a","na","36"
"8800",1995,"5plarrea",1,1,5,"143","n","dime","m","a","na","43"
"8801",1995,"5plarrea",1,2,1,"5","y","disp","f","a","na","na"
"8802",1995,"5plarrea",1,2,1,"6","y","pmer","m","a","na","na"
"8803",1995,"5plarrea",1,2,1,"19","y","dime","m","a","na","na"
"8804",1995,"5plarrea",1,2,1,"23","n","onar","f","a","na","13"
"8805",1995,"5plarrea",1,2,1,"24","y","dime","f","a","na","na"
"8806",1995,"5plarrea",1,2,1,"29","y","dime","f","a","na","na"
"8807",1995,"5plarrea",1,2,1,"34","n","dime","f","a","na","32"
"8808",1995,"5plarrea",1,2,1,"35","n","dime","m","a","st","44"
"8809",1995,"5plarrea",1,2,1,"46","y","disp","f","a","na","na"
"8810",1995,"5plarrea",1,2,1,"47","y","dime","m","a","st","na"
"8811",1995,"5plarrea",1,2,1,"48","n","dime","f","a","na","43"
"8812",1995,"5plarrea",1,2,1,"54","y","dime","f","a","na","na"
"8813",1995,"5plarrea",1,2,1,"56","y","dime","f","j","na","na"
"8814",1995,"5plarrea",1,2,1,"57","n","dime","m","a","st","45"
"8815",1995,"5plarrea",1,2,1,"59","n","disp","f","a","na","100"
"8816",1995,"5plarrea",1,2,1,"60","y","dime","m","a","st","na"
"8817",1995,"5plarrea",1,2,1,"66","y","dime","m","a","na","na"
"8818",1995,"5plarrea",1,2,1,"70","y","dime","m","a","na","na"
"8819",1995,"5plarrea",1,2,1,"78","y","dime","m","a","na","na"
"8820",1995,"5plarrea",1,2,1,"83","y","dime","m","a","na","na"
"8821",1995,"5plarrea",1,2,1,"84","y","dime","m","a","na","na"
"8822",1995,"5plarrea",1,2,1,"90","y","dime","f","a","na","na"
"8823",1995,"5plarrea",1,2,1,"94","y","dime","f","a","p","na"
"8824",1995,"5plarrea",1,2,1,"95","n","disp","f","a","na","114"
"8825",1995,"5plarrea",1,2,1,"96","y","disp","f","a","na","na"
"8826",1995,"5plarrea",1,2,1,"103","n","pmer","m","a","na","18"
"8827",1995,"5plarrea",1,2,1,"106","y","dime","f","a","na","na"
"8828",1995,"5plarrea",1,2,1,"107","y","dime","f","a","na","na"
"8829",1995,"5plarrea",1,2,1,"115","n","dime","f","a","v","33"
"8830",1995,"5plarrea",1,2,1,"119","y","dime","f","a","na","na"
"8831",1995,"5plarrea",1,2,1,"128","y","dime","f","a","na","na"
"8832",1995,"5plarrea",1,2,1,"131","n","neal","f","j","na","90"
"8833",1995,"5plarrea",1,2,1,"135","y","disp","m","a","na","na"
"8834",1995,"5plarrea",1,2,1,"138","n","pmtr","m","a","na","18"
"8835",1995,"5plarrea",1,2,1,"141","n","dime","f","a","na","44"
"8836",1995,"5plarrea",1,2,1,"142","y","dime","f","a","na","na"
"8837",1995,"5plarrea",1,2,3,"11","y","dime","f","a","na","na"
"8838",1995,"5plarrea",1,2,3,"12","n","disp","f","a","na","110"
"8839",1995,"5plarrea",1,2,3,"17","n","dime","f","a","na","38"
"8840",1995,"5plarrea",1,2,3,"21","n","dime","f","a","p","68"
"8841",1995,"5plarrea",1,2,3,"31","y","dime","m","a","na","na"
"8842",1995,"5plarrea",1,2,3,"33","y","disp","f","a","na","na"
"8843",1995,"5plarrea",1,2,3,"47","n","dime","m","a","na","42"
"8844",1995,"5plarrea",1,2,3,"55","y","dime","m","a","st","na"
"8845",1995,"5plarrea",1,2,3,"59","y","dime","na","na","na","na"
"8846",1995,"5plarrea",1,2,3,"67","y","dime","f","a","na","na"
"8847",1995,"5plarrea",1,2,3,"71","y","dime","f","a","na","na"
"8848",1995,"5plarrea",1,2,3,"84","y","dime","f","a","na","na"
"8849",1995,"5plarrea",1,2,3,"92","y","dime","m","a","st","na"
"8850",1995,"5plarrea",1,2,3,"95","n","pgfv","m","a","na","7"
"8851",1995,"5plarrea",1,2,3,"103","y","disp","f","a","na","na"
"8852",1995,"5plarrea",1,2,3,"116","y","dime","f","a","na","na"
"8853",1995,"5plarrea",1,2,3,"117","n","dime","f","a","na","40"
"8854",1995,"5plarrea",1,2,3,"118","n","dime","f","a","na","40"
"8855",1995,"5plarrea",1,2,3,"119","n","dime","f","a","na","33"
"8856",1995,"5plarrea",1,2,3,"131","y","dime","f","a","na","na"
"8857",1995,"5plarrea",1,2,3,"132","n","dime","f","a","na","45"
"8858",1995,"5plarrea",1,2,3,"143","y","dime","m","a","na","na"
"8859",1995,"5plarrea",1,2,5,"19","y","dime","f","a","na","na"
"8860",1995,"5plarrea",1,2,5,"31","n","pgfv","f","a","na","5"
"8861",1995,"5plarrea",1,2,5,"34","n","onar","f","a","na","14"
"8862",1995,"5plarrea",1,2,5,"47","y","dime","m","a","st","na"
"8863",1995,"5plarrea",1,2,5,"48","n","disp","f","a","na","108"
"8864",1995,"5plarrea",1,2,5,"55","n","pgfv","m","a","st","7"
"8865",1995,"5plarrea",1,2,5,"57","y","dime","f","a","na","na"
"8866",1995,"5plarrea",1,2,5,"60","n","remg","m","a","na","na"
"8867",1995,"5plarrea",1,2,5,"70","n","dime","f","a","na","39"
"8868",1995,"5plarrea",1,2,5,"81","y","dime","m","a","na","na"
"8869",1995,"5plarrea",1,2,5,"82","y","dime","m","a","st","na"
"8870",1995,"5plarrea",1,2,5,"84","n","dime","m","a","na","41"
"8871",1995,"5plarrea",1,2,5,"93","n","neal","m","j","na","50"
"8872",1995,"5plarrea",1,2,5,"95","n","dime","f","a","na","34"
"8873",1995,"5plarrea",1,2,5,"96","y","disp","f","a","na","na"
"8874",1995,"5plarrea",1,2,5,"106","n","disp","f","a","na","88"
"8875",1995,"5plarrea",1,2,5,"108","y","onar","na","na","na","na"
"8876",1995,"5plarrea",1,2,5,"110","y","dime","m","a","st","na"
"8877",1995,"5plarrea",1,2,5,"112","n","pgfv","m","a","st","na"
"8878",1995,"5plarrea",1,2,5,"118","n","dime","m","a","na","29"
"8879",1995,"5plarrea",1,2,5,"120","n","dime","f","a","na","33"
"8880",1995,"5plarrea",1,2,5,"123","n","dime","f","a","na","40"
"8881",1995,"5plarrea",1,2,5,"128","y","dime","f","a","na","na"
"8882",1995,"5plarrea",1,2,5,"131","y","dime","m","a","st","na"
"8883",1995,"5plarrea",1,2,5,"141","y","dime","m","a","st","na"
"8884",1995,"5plarrea",1,2,5,"142","n","pgfv","m","a","st","7"
"8885",1995,"5plarrea",1,2,5,"144","n","dime","f","a","na","46"
"8886",1995,"5plarrea",1,3,1,"4","y","dime","f","a","na","na"
"8887",1995,"5plarrea",1,3,1,"9","y","disp","f","a","na","na"
"8888",1995,"5plarrea",1,3,1,"14","y","disp","f","a","na","na"
"8889",1995,"5plarrea",1,3,1,"24","n","onar","m","a","na","20"
"8890",1995,"5plarrea",1,3,1,"36","y","dime","m","a","st","na"
"8891",1995,"5plarrea",1,3,1,"45","y","dime","m","a","st","na"
"8892",1995,"5plarrea",1,3,1,"46","y","disp","m","a","na","na"
"8893",1995,"5plarrea",1,3,1,"48","y","dime","m","a","na","na"
"8894",1995,"5plarrea",1,3,1,"56","y","dime","m","a","na","na"
"8895",1995,"5plarrea",1,3,1,"57","n","pmer","m","a","st","26"
"8896",1995,"5plarrea",1,3,1,"58","y","dime","f","a","na","na"
"8897",1995,"5plarrea",1,3,1,"60","y","disp","f","a","na","na"
"8898",1995,"5plarrea",1,3,1,"70","y","dime","f","a","na","na"
"8899",1995,"5plarrea",1,3,1,"71","n","dime","f","a","na","30"
"8900",1995,"5plarrea",1,3,1,"79","y","dime","f","a","na","na"
"8901",1995,"5plarrea",1,3,1,"80","n","dime","m","a","na","44"
"8902",1995,"5plarrea",1,3,1,"82","y","dime","m","a","na","na"
"8903",1995,"5plarrea",1,3,1,"84","y","dime","m","a","na","na"
"8904",1995,"5plarrea",1,3,1,"87","n","pgfv","f","a","na","5"
"8905",1995,"5plarrea",1,3,1,"90","y","dime","m","a","na","na"
"8906",1995,"5plarrea",1,3,1,"94","y","dime","f","a","p","na"
"8907",1995,"5plarrea",1,3,1,"95","y","disp","f","a","na","na"
"8908",1995,"5plarrea",1,3,1,"96","y","disp","f","a","na","na"
"8909",1995,"5plarrea",1,3,1,"105","y","dime","f","a","na","na"
"8910",1995,"5plarrea",1,3,1,"107","n","dime","na","na","na","na"
"8911",1995,"5plarrea",1,3,1,"118","n","disp","f","a","na","120"
"8912",1995,"5plarrea",1,3,1,"120","y","dime","m","a","na","na"
"8913",1995,"5plarrea",1,3,1,"126","y","dime","m","a","na","na"
"8914",1995,"5plarrea",1,3,1,"129","y","dime","f","a","p","na"
"8915",1995,"5plarrea",1,3,1,"132","n","dime","m","a","st","46"
"8916",1995,"5plarrea",1,3,1,"140","y","dime","m","a","na","na"
"8917",1995,"5plarrea",1,3,3,"8","y","dime","f","a","na","na"
"8918",1995,"5plarrea",1,3,3,"11","y","disp","f","a","na","na"
"8919",1995,"5plarrea",1,3,3,"17","n","dime","f","a","na","39"
"8920",1995,"5plarrea",1,3,3,"20","y","disp","f","a","na","na"
"8921",1995,"5plarrea",1,3,3,"35","y","dime","f","a","na","na"
"8922",1995,"5plarrea",1,3,3,"47","y","dime","f","a","na","na"
"8923",1995,"5plarrea",1,3,3,"48","n","dime","f","a","p","44"
"8924",1995,"5plarrea",1,3,3,"54","y","dime","m","a","na","na"
"8925",1995,"5plarrea",1,3,3,"71","y","dime","m","a","na","na"
"8926",1995,"5plarrea",1,3,3,"80","y","dime","m","j","na","na"
"8927",1995,"5plarrea",1,3,3,"88","n","dime","m","a","st","47"
"8928",1995,"5plarrea",1,3,3,"94","y","dime","f","a","na","na"
"8929",1995,"5plarrea",1,3,3,"95","y","disp","f","a","na","na"
"8930",1995,"5plarrea",1,3,3,"102","y","dime","m","a","na","na"
"8931",1995,"5plarrea",1,3,3,"104","y","dime","f","a","na","na"
"8932",1995,"5plarrea",1,3,3,"105","y","dime","m","a","na","na"
